code,product_name,brands,categories,ingredients_text,quantity
3499320018357,Daylong Sensitive Face Mineral Cream SPF 50,"Daylong, Galderma","Facial sunscreens, Sensitiv","AQUA, ZINC OXIDE, ISOPROPYL PALMITATE, ISOHEXADECANE, BUTYLOCTYL SALICYLATE, POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE, POLYGLYCERYL-3 DIISOSTEARATE, ISODODECANE, MAGNESIUM SULFATE, STEARIC ACID, POLYHYDROXYSTEARIC ACID, PHENOXYETHANOL, BENZYL ALCOHOL, CITRIC ACID, GLYCERYL BEHENATE, DISTEARDIMONIUM HECTORITE, CAPRYLYL GLYCOL, PROPYLENE CARBONATE, SORBIC ACID, SIMMONDSIA CHINENSIS SEED OIL. FIL 1932.V00",50ml
8906171510039,sunscreen,Hyphen,Sunscreen,"Aqua (water), Aloe Barbadensis (Aloe Vera) Extract, Ethylhexyl Methoxycinnamate, Avobenzone, Butylene Glycol, Cyclopentasiloxane, Octocrylene, Glycerin, Niacinamide, Hydrogenated Polyisobutene, Diisopropyl Adipate, Propylene Glycol Dicaprylate/Dicaprate, Methyl Methacrylate Crosspolymer, C12-15 Alky Benzoate, Diisopropyl Sebacate, Hydroxyethyl Acrylate/Sodium Acrylo Dimethyl Taurate Copolymer, Cetearyl Olivate, Terminalia Ferdinandian (Kakadu Plum) Extract, Kojic acid, Ceramide NP, Ceramide AP, Cerami EOP, Phytosphingosine, Glucosylceramide, Tetraacetylphytosphingosin Cholesterol, Hyaluronic Acid, Tocotrienol (Vitamin E), Sorbitan Olivate Saccharide Isomerate, Glyceryl Stearate, PEG-100 Stearate, Polysorbate 20, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Sodium Citrate, Sodium Gluconate, Citric Acid, Titanium Dioxide, Zinc Oxide, Stearic acid, Hydrogenated Lecithin, Glyceryl Monostearate, Ceteary cohol, Hydrogenated Polydecene, 1,2-Hexanediol, Xanthan Gum, henoxyethanol, Ethylhexylglycerin, CI19140, CI 42090. Contains Natur ngredients. Products with natural ingredients may change color but does not change their effectiveness.",50 ml
3600551125206,Hydra 24h protect spf 30,Garnier,Sunscreen,"aqua, alcohol denat., dicaprylyl ether, isopropyl palmitate, butyl methoxydibenzoylmethane, ethylhexyl triazone, bis-ethylhexyloxyphenol methoxyphenyl triazine, ethylhexyl salicylate, diethylhexyl butamido triazone, acrylates/octylacrylamide copolymer, c12-22 alkyl acrylate/hydroxyethylacrylate copolymer, tocopherol, caprylyl glycol, citric acid, sodium hydroxide, trisodium ethylenediamine disuccinate",15 cl
4006000233826,"Kids Sensitive Protect, SFP 50",Nivea Sun,Sunscreen,,250 ml
8806133615317,Hyal Reyouth Moist Sun SPF50+ PA++++ moisturizing UV protection face & body,Dr. Ceuracle,Facial sunscreens,"Water, Dibutyl Adipate, Propanediol, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Polyglyceryl-3 Distearate, Niacinamide, Tromethamine, 1,2-Hexanediol, Pentylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polysilicone-15, Sodium Hyaluronate (500 ppm), Glyceryl Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cetearyl Alcohol, Glycerin, Carbomer, Ammonium Acryloyldimethyltaurate (VP Copolymer), Glyceryl Stearate Citrate, Inulin Lauryl Carbamate, Acrylates (C10-30 Alkyl Acrylatees Crosspolymer), Sodium Stearoyl Glutamate, Ethylhexylglycerin, Adenosine, Methylpropanediol, Polyether-1, Panthenol, Tocopherol, Biosaccharide Gum-1, Butylene Glycol, Fructan, Hydrolyzed Hyaluronic Acid, Dimethylsilanol Hyaluronate, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Dimethylsilanol, Fragrance",50ml
4006000152363,nivea soft daily uv,Nivea,Sunscreen,,100ml
3282779042673,Eau thermale SPF 20,Avène,Sunscreen,"Avene thermal spring water (avene aqua), octocrylene, C12-15 alkyl benzoate, glycerin, water (aqua), methylene bis-benzotriazolyl tetramethylbutylphenol, cyclomethicone, diisopropyl adipate, dicaprylyl ether, bis-ethylhexyloxyphenol methoxyphenyl triazine, butyl methoxydibenzoylmethane, cetearyl isononanoate. titanium dioxide, lauryl glucoside, polyglyceryl-2 dipolyhydroxystearate, dimethicone, caprylic/capric triglyceride, caprylyl glycol, decyl glucoside, disodium edta, fragrance (parfum), propylene glycol, silica, sorbic acid, tocopheryl glucoside, xanthan gum, citric acid, tocopherol",200 ml
3700276346280,Stick Solaire,EQ,Sunscreen,"CERA ALBA, TITANIUM DIOXIDE, RICINUS COMMUNIS SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, COPERNICIA CERIFERA CERA,  C10-18 TRIGLYCERIDES, BUTYROSPERMUM PARKII BUTTER, CARTHAMUS TINCTORIUS SEED OIL, OLEA EUROPAEA FRUIT OIL, SILICA, CALOPHYLLUM INOPHYLLUM SEED OIL, JOJOBA ESTERS, PARFUM, POLYHYDROXYSTEARIC ACID, PRUNUS ARMENIACA KERNEL OIL, TOCOPHEROL, MICA",10 g
3337872414527,Anthelios XL 50+ ultra-léger,La Roche-Posay,Sunscreen,"Aqua / water, diisopropyl sebacate, alcohol denat., glycerin, dimethicone, isohexadecane, butyl methoxydibenzoylmethane, octocrylene, silica, drometrizole trisiloxane, isononyl isononanoate, zea mays starch / corn starch, c12-15 alkyl benzoate, styrene/acrylates copolymer, ethylhexyl triazone, peg-30 dipolyhydroxystearate, bis-ethylhexyloxyphenol methoxyphenyl triazine, isododecane, phenoxyethanol, isopropyl lauroyl sarcosinate, terephthalylidene dicamphor sulfonic acid, silica silylate, lauryl peg/ppg-18/18 methicone, peg-8 laurate, caprylyl glycol, triethanolamine, disteardimonium hectorite, tocopherol, disodium edta, dodecene, propylene carbonate, poloxamer 407, zinc gluconate, perlite",50 ml
3337875698696,Anthelios Dermo-Pediatrics 50+,La Roche-Posay,Sunscreen,"AQUA/WATER, ALCOHOL DENAT., HOMOSALATE, ETHYLHEXYL SALICYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE, GLYCERIN, PROPANEDIOL, C12-22 ALKYLACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER, DROMETRIZOLE TRISILOXANE, DIISOPROPYLADIPATE, DIISOPROPYL SEBACATE, DICAPRYLYL ETHER, TOCOPHEROL, ACRYLATES/C10-30 ALKYL, ACRYLATE CROSSPOLYMER, CAPRYLYL GLYCOL, SODIUM POLYACRYLAE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE",200 ml
20231460,Crème solaire enfant FPS50+,"Cien, Cien Sun",Sunscreen,"Aqua, Octocrylene, Alcohol, C12-15 Alkyl Benzoate, Glycerin, Butyl Methoxydibenzoylmethane, Ethylhexy, Salicyate, WP/Hexadecene Copolymer, Phenylbenzimidazole Sufonic Acid, Triacontanyl PVP, Acrylates Copolymer, Xanthan Gum, Tocopheryl Acetate, Sodium Hydroxide, Microcrystalline Cellulose, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl,Glycol, Ethylhexylglycerin, Galactoarabinan, Disodium EDTA, Cellulase Gum",100 ml
5060453450826,Sunblock,Rivaj,Sunscreen,,100ml
8859082306485,Everyday glow sunscreen,SNAIL WHITE,Sunscreen,"WATER, ETHYLHEXYL METHOXYCINNAMATE ISODODECANE, CYCLOPENTASILOXANE, ETHYLHEXYL SALICYLATE, OCTOCRYLENE, PROPANEDIOL, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, TRIETHANOLAMINE, PHENOXYETHANOL, POLYACRYLATE CROSSPOLYMER-6, CHLORPHENESIN, DISODIUM EDTA, POLYSORBATE 60. SORBITAN ISOSTEARATE, T-BUTYL ALCOHOL, GLYCERIN HYALURONIC ACID, NIACINAMIDE, SNAIL SECRETION FILTRATE, HELIANTHUS ANNUUS SEED OIL, BUTYLENE GLYCOL 6 ml.",6 ml
8906147702383,Dot and key Watermelon cooling sunscreen,Dot and key,Facial sunscreens,"Aqua, Ethylhexyl Methoxycinnamate (and) Butyl

Methoxydibenzoylmethane (and) Benzophenone-3 (and) Phospholipids (and) 1,3-Butylene Glycol, Glycerine, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Propanediol, Cyclopentasiloxane, Zea Mays (Corn) Starch, Citrullus Lanatus (Watermelon) Fruit Extract, Oxothiazolidine (and) Butylene glycol (and) Sodium benzoate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (and) Aqua (and) Decyl Glucoside (and) Propylene Glycol (and) Xanthan Gum, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Titanium Dioxide (and) Silica, Fructooligosaccharides (and) Beta Vulgaris (Beet) Root Extract (and) Water, Sodium Hyaluronate, Aloe Barbadensis (Aloe Vera) Leaf Juice, Tocopheryl Acetate, Menthyl Lactate, Glyceryl Stearate (and) PEG-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitan Stearate (and) Sucrose Cocoate, Sodium Lactate, Sodium Gluconate, Disodium EDTA, Sodium Hydroxide, Phenoxyethanol (and) Ethylhexylglycerin.",30g
9316542149048,Quick dry moisturing sunscreen spf50+,Natio,Facial sunscreens,"Homosalate 100mg/g. 
Octocrylene 80mg/g,
 Octyl Salicylate 50mg/g 
Butyl Methoxydibenzoylmethane 40mg/g
 Ethyhexyl Triazone 10mg/g. Contains: Phenoxyethanol.",
5710226717334,Huile solaire à l’huile d’abricot bio,La rosée,"Body oils, Sunscreen","DIBUTYL ADIPATE, COCO-CAPRYLATE/CAPRATE, DICAPRYLYL CARBONATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZONE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, ETHYLHEXYL TRIAZONE, C12-15 ALKYL BENZOATE, TRIMETHYLPENTANEDIOL/ADIPIC ACID/GLYCERIN CROSSPOLYMER, PARFUM/FRAGRANCE, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, TOCOPHEROL, VITIS VINIFERA (GRAPE) SEED OIL, SESAMUM INDICUM (SESAME) SEED OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL",150 ml
8904391103970,Sunscreen Spray,Earth Rythm,Sunscreen,"Ethyl Alcohol, Homosalate, Ethylhexyl Methoxycinnamate, 3-0 Ethyl Ascorbic Acid, Betaine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Propanediol, Xylitylglucoside, Anhydroxylitol, Xylitol, Phenoxyethanol, Triethylene Glycol, Tocopheryl Acetate, Photos Free Fragrance (IFRA Certified)",
8904430201070,Rice water & Niacinamide Hybrid Sunscreen,Plum,Sunscreen,"Aqua, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Benzophenone-3, Phospholipids, 1,3-Butylene Glycol, Propanedi - ol, Niacinamide, Glycerin, Titanium Dioxide, Rice Ferment Filtrate, Oryza Sativa (Rice) Extract, Aluminum Hydroxide, Benzyl Alcohol, Hydroxyace - tophenone, Stearic Acid, Caprylyl Glycol, Ammonium Acryloyldi - methyltaurate/VP Copolymer, Sodium Polyacryloyldimethyl Taurate, Sodium Benzoate, Potassium Sorbate, Sodium Gluconate, D-Panthenol",50g
0381371164509,Aveeno,sensitive skin,"Incorrect product type, Sunscreen, non-food-products, open-beauty-facts","Water, C12-15 Alkyl Benzoate, Styrene/Acrylates Copolymer, Octyldodecyl Citrate Crosspolymer, Phenyl Trimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Polyhydroxystearic Acid, Glyceryl Ethyl Methicone, Silica, Cetyl Dimethicone, Triethoxycaprylylsilane, Phenoxyethanol, Glyceryl Behenate, Sodium Chloride, Acrylates/Dimethicone Copolymer, Chlorphenesin, Phenethyl Alcohol, Avena Sativa (Oat) Kernel Flour, Caprylyl Glycol, Cetyl Dimethicone/Bis-Vinyldimethicone Crosspolymer, Chrysanthemum Parthenium (Feverfew) Flower/Leaf/Stem Juice",
8718906830783,care Sun face cream SPF 30,Care,Sunscreen,,
4012400800711,Spray solar,Mercadona,Sunscreen,"AQUA, C12-15 ALKYL BENZOATE, GLYCERIN, DIISOPROPYL ADIPATE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ETHYLHEXYL TRIAZONE, POTASSIUM CETYL PHOSPHATE, PHENYLBENZIMIDAZOLE SULFONIC ACID, PHENOXYETHANOL, STEARYL ALCOHOL, PARFUM, TOCOPHERYL ACETATE, XANTHAN GUM, POTASSIUM HYDROXIDE, CAPRYLHYDROXAMIC ACID, SCLEROTIUM GUM, ACACIA SENEGAL GUM, CITRAL. AMARILLO MERCADONA AMARELO 800 500 220 1 DALLI WERKE GMBH Zweifaller Strasse 120 D-52224 Stolberg ALEMANIA + INFO ALEMANHA 12 M R DERMATOLOGICAMENTE TESTADO 250mle 4 012400 800711",250ml
3337875799348,Anthelos,La roch-posay,Sunscreen,,
3504105036751,Spray solaire,Mustela,Sunscreen,"INGREDIENTS: AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE, DICAPRYLYL CARBONATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DIETHYLHEXYL BUTAMIDO TRIAZONE, GLYCERIN, ETHYLHEXYL TRIAZONE. POTASSIUM CETYL PHOSPHATE, 1,2-HEXANEDIOL, C20-22 ALKYL PHOSPHATE, C20-22 ALCOHOLS, GLYCERYL CAPRYLATE, PERSEA GRATISSIMA (AVOCADO) OIL, TOCOPHEROL, CAPRYLYL GLYCOL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHERYL ACETATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ARGININE, PERSEA GRATISSIMA (AVOCADO) FRUIT EXTRACT.",200ml
2200302343456,Sonnencreme 50+,"Lavozon, Müller",Sunscreen,"Aqua, C12-15 Alkyl Benzoate, Butyl Methoxydibenzoylmethane, Glycerin, Ethylhexyl Salicylate, Cetearyl Alcohol, Glyceryl Stearate, Ethylhexyl Triazone, Dicaprylyl Ether, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diethylhexyl Butamido Triazone, Sodium Stearoyl Glutamate, Phenoxyethanol, Phenylbenzimidazole Sulfonic Acid, Butyrospermum Parkii Butter, Parfum, Benzyl Alcohol, Tocopheryl Acetate, Xanthan Gum, Caprylyl Glycol, Decylene Glycol, Sodium Hydroxide, Piroctone Olamine.",
9300633755454,Sunscreen SPF 50+,Woolworths,Sunscreen,"Homosalate 100 mg/g, Octyl Salicylate 50 mg/g, Butyl Methoxydibenzoylmethone 30 mg/g, Octocrylene 80 mg/g.
Contains: Benzyl Alcohol, Phenoxyethanol, Hydroxybenzoates.",100ml
0746747247222,Surf clay sun stick,Ocean Freedom,Sunscreen,"Coco Caprylate/Capprate, Cera Alba, Titanium Dioxide. Zinc Oxide, Lanolin, Kaolin, Ozokerite. May also contain: Talc, Mica, C177492, C177891. Cl77491, C177499. C147005 Cl45410 and Iron Oxides.",26 g
3600551143231,Solaire peau sensible hyaluron protect spf 50,Mixa,Sunscreen,,15 cl
8719324977432,Sunscreen,We Love the Planet,Sunscreen,"Brassica Campestris Seed Oil, Caprylic/Capric Triglyceride, Zinc Oxide (nano), Tribehenin, Sorbitol/Sebacic Acid Copolymer Behenate, Coco-Caprylate/Caprate, Zea Mays Starch, Cellulose, Polyhydroxystearic Acid, Titanium Dioxide (nano), (Natural) Parfum, Aluminum Stearate, Alumina, Isostearic Acid, Tocopherol,  Helianthus Annuus Seed Oil",50g
8904352003905,Sun Shield Carrot Sunscreen,Biotique,Sunscreen,"Carrot
Nyctanthes Leaf Extracts
Carrot Root Extracts
Lodhra Bark 
Sprouted Wheat
Zinc Oxide, naturally derived",120 ml x1
3600542576291,Spray-lait protecteur Ideal bronze SPF50,Garnier ambre solaire,Sunscreen,,150ml
3800233684094,Crema solare uva uvb,Wooden spoon,Sunscreen,,150 ml
8901030840821,Vaseline Cocoa Lip Therapy,Vaseline is sold by Hindustan Unilever,Lip balms with sun protection,,17 g
4005900911957,Baby & kids sensitive protect 50+,Nivea sun,Sunscreen,,27 cl
4006000065182,protect & dry touch sport,"Nivea, Nivea Sun",Sunscreen,"Alcohol Denat., Butane, Isobutane, Propane, Butylene Glycol, Dicaprylate/Dicaprate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Dibutyl Adipate, Dicaprylyl Carbonate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Acrylates/Octylacrylamide Copolymer, Bisethylhexyloxyphenol Methoxyphenyl Triazine, Glycerin, Tocopherol, Aqua, Limonene, Linalool, Benzyl Alcohol, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Parfum.",148 g
0810020173413,Zinc Mineral SPF 50+,Bondi sands,"Sunscreen, Mineral sunblock, Mineral sunscreen, SPF 50+","AQUA (WATER), ZINC OXIDE (NANO), ISODODECANE, NEOPENTYL GLYCOL DIHEPTANOATE, PEG-30 DIPOLYHYDROXYSTEARATE, ALCOHOL DENAT., TITANIUM DIOXIDE, DIMETHICONE, GLYCERIN, C18-36 ACID TRIGLYCERIDE, PHENOXYETHANOL, POLYGLYCERYL-3 DIISOSTEARATE, VP/EICOSENE COPOLYMER, HYDROXYACETOPHENONE, ALUMINUM HYDROXIDE, STEARIC ACID, POLYHYDROXYSTEARIC ACID, TOCOPHERYL ACETATE, SODIUM HYALURONATE XANTHAN GUM, CI 77492 (IRON OXIDES), ALOE BARBADENSIS LEAF JUICE, HYDRATED SILICA",50 ml
3264680028878,Lait solaire fondant SPF50+,Nuxe,Sunscreen,,150 mL
7708547315283,Protector solar invisible,Fauno,Sunscreen,"Aqua (Water), C12-15 Alkyl Benzoate, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Salicylate, Ethylhexyl Triazone, Lactobacillus Ferment, Phenylbenzimi - dazole Sulfonic Acid, Polyglyceryl-6 Stearate; VP/Eicosene Copolymer, Distarch Phosphate, Sodium Polyacrylate/ Hydrogenated Polydecene/ Trideceth-6, Hyaluronic Acid, Aminomethyl Propanol, Ethylhexylglycerin, Glycerin, Hydroxyacetophenone, Methyl Glucose Sesquistearate, Polyglyceryl-6 Behenate, Potassium Cetyl Phosphate, Moringa Oleifera Leaf Extract, Phenethyl Alcohol, Caprylyl Glycol, Propanediol, Diglycerin, O-Cymen-5-01, Sodium Gluconate, Tocopheryl Acetate, Pinus Pinaster Bark Extract, Sodium Hydroxide, Citric Acid. Puede Contener: Water; Titanium Dioxide (CI 77891); Iron Oxide (CI 77492); Iron Oxide (CI 77491); Iron Oxide (CI 77499); Butylene Glycol.",50g
4305615826103,Sonnenmilch,Sun Ozon,Sunscreen,"Aqua, Glycerin, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Diisopropyl Adipate, Ethylhexyl Triazone, Propanediol Dicaprylate/Caprate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Myristyl Alcohol, Phenoxyethanol, Xanthan Gum, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Parfum, Potassium Hydroxide, Sclerotium Gum, Acacia Senegal Gum, Caprylhydroxamic Acid.",200 ml
4005808425365,Sun,Nivea,Sunscreen,"Aqua, Glycerin, C12-15 Alkyl Benzoate, Alcohol Denat., Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Butylene Glycol Dicaprylate/Dicaprate, Bis - Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, Ethylhexyl Triazone, Panthenol, Copernicia Cerifera Cera, Phenylbenzimidazole Sulfonic Acid, Tetrasodium Iminodisuccinate, Cellulose Gum, Tocopheryl Acetate, Sucrose Polystearate, Sodium Stearoyl Glutamate, Hydrogenated Polyisobutene, VP/Hexadecene Copolymer, Microcrystalline Cellulose, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium EDTA, Sodium Chloride, Sodium Hydroxide, Ethylhexylglycerin, Phenoxyethanol, Linalool, Limonene, Benzyl Alcohol, Alpha - Isomethyl lonone, Citronellol, Coumarin, Parfum",250 ml
4010355559036,sun dance 30 transparentes sonnenspray,dm,Sunscreen,"Alcohol, Octocrylene, Octyldodecanol, C12-15 Alkyl Benzoate, Glycerin, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Aqua, Diethylhexyl Butamido Triazone, Acrylates/Octylacrylamide Copolymer, Parfum, Tocopheryl Acetate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Limonene, Alpha-Isomethyl Ionone, PPG-12 Dimethicone.",200ml
8410412490351,Luminous Tanning Oil,Bavaria,Sunscreen,"Paraffinum liquidium,Ethylene/Propylene/Styrene Copolymer,Butylene/Ethylene/Styrene Copolymer,Aloe Barbadensis Leaf Extract,Cocos Nucifera Oil,Hydrogenated Coconut Oil,Daucus Carota Sativs Seed Oil (Carrot), Daucus Carota Sativa Root Extract (Carrot),Beta-Carotene,Gardenia Tahitensis Flower,Parfum (Fragrance),Ascorbyl Palmitate,Tocopherol,Helianthus Annuus Seed Oil (Sunflower),CI 77491,Mica, Titanium Dioxid",100 ml
0859220010357,Mineral Sunscreen Lotion,Earth Mama,"Incorrect product type, Sunscreen, non-food-products, open-beauty-facts","Cocos Nucifera (Coconut) Oil*, Caprylic/Capric Triglyceride*, Cera Alba (Beeswax)*, Olea Europaea (Olive) Fruit Oil*, Rubus Idaeus (Red Raspberry) Seed Oil*, Punica Granatum (Pomegranate) Seed Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Butyrospermum Parkii (Shea) Butter*, Tocopherol, Calendula Officinalis Flower (Calendula) Flower Extract*, Beta-Sitosterol, Squalene",
4058172258732,Sensitiv Sonnencreme LSF 30,Alverde,Sunscreen,"Aqua, Helianthus Annuus Seed Oil, Titanium Dioxide (nano), Coco-Caprylate, Zinc Oxide, Olea Europaea Fruit Oil, Alcohol, Isoamyl Laurate, Glycerin, Polyglyceryl-2 Dipolyhydroxystearate, Polyglyceyl-3 Diisostearate, Undecane, Stearic Acid, Magnesium Sulfate, Simmondsia Chinensis Seed Oil, Aluminum Hydroxide, Tridecane, Macadamia Integrifolia/Tetraphylla Seed Oil, Levulinic Acid, Alumina, Sodium Levulinate, Tocopherol, Beta-Carotene, Calendula Officinalis Flower Extract",75 ml
0816218026110,mineral matte screen,"Supergoop!, supergoop",Sunscreen,"Titanium Dioxide 1.3%, Zinc Oxide 17.4%, Dimethicone, Dimethicone Crosspolymer, Caprylic/Capric Triglyceride, Methyl Dihydroabietate, Polyhydroxystearic Acid, C9-12 Alkane, Glycerin, Iron Oxides (CI 77492), Ethylhexylglycerin, Water (Aqua), Coco-Caprylate/Caprate, Silica, Stearic Acid, Iron Oxides (CI 77491), Iron Oxides (CI 77499), Hedychium Coronarium Root Extract, Lactobacillus/Arundinaria Gigantea Leaf Ferment Filtrate, Leuconostoc/Radish Root Ferment Filtrate, Titanium Dioxide (CI 77891)",1.5 fl oz
0057800990451,Kids sunscreen lotion,Life,Sunscreen,"Avobenzone 3%, Homosalate 13 %, Octisalate 5%, Octocrylene/Octocrylène 5%",237ml
4006000063362,Nivea Sun Lait Protect Bronze,,Sunscreen,,200 ml
4005900458681,Nivea Sun Protect Bronze Oil,Nivea,Sunscreen,,200 ml
4806518334578,Belo sun expert spf 60+++,Belo,Sunscreen,"Water, Cyclopentasiloxane, Titanium Dioxide, Aluminum Hydroxide, Silica, Hydrogen Dimethicone, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Zinc Oxide, Dimethicone/Methicone Copolymer, PEG-10 Dimethicone, Cetyl Alcohol, Tris-Biphenyl Triazine, Glyceryl Stearate, Ceteareth-20, Ceteareth-12, Cetearyl Alcohol, Cetyl Palmitate, Ethylhexyl Triazone, Propylheptyl Caprylate, C12-15 Alkyl Benzoate, Hydrolyzed Wheat Protein/PVP Crosspolymer, Hydrogenated Dimer Dilinoleyl/Dimethyl Carbonate Copolymer, Benzyl Alcohol, Glyceryl Caprylate, Glyceryl Undecylenate, Butyrospermum Parkii, Sorbitan Palmitate, Sorbitan Olivate, Citric Acid, Tetrasodium EDTA, Bisabolol Manufactured in the Philippines for",50g
3286010096692,Crème solaire haute protection pour bébé SPF50,BIOLANE,"Sunscreen, fr:bébé","AQUA (WATER), C12-15 ALKYL BENZOATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, ETHYLHEXYL TRIAZONE, DICAPRYLYL CARBONATE, POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DIETHYLHEXYL BUTAMIDO TRIAZONE, PROPANEDIOL, C8-12 ACID TRIGLYCERIDE, ZINC STEARATE, MAGNESIUM SULFATE, GLYCERYL CAPRYLATE, PENTYLENE GLYCOL, STEARALKONIUM HECTORITE, XANTHAN GUM, CAMELINA SATIVA SEED OIL*, SODIUM GLUCONATE, PROPYLENE CARBONATE, SODIUM DEHYDROACETATE, TOCOPHEROL, INULIN, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, FRUCTOSE. Non parfumée.",100 ml
4901301333384,Curél UV Protection Essence,Curél,Sunscreen,,50 g
5944732011949,Sun Protect,Doctor Fiterman,Facial sunscreens,"Aqua, Tris-Biphenyl Triazine [nano], Ethylhexyl Triazone, Undecane, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Propylheptyl Caprylate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [nano], Tridecane, Polysorbate 80, Ceteareth-12, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Dimethicone, Diethylamino Hydroxy - benzoyl Hexyl Benzoate, Glycol Stearate, PEG-32 Stearate, PEG-6 Stearate, Decyl Glucoside, Tocopheryl Acetate, Butylene Glycol, PEG-10 Dimethicone, Piroctone Olamine, Phenoxyethanol, Glyceryl Laurate, Xanthan Gum, Disodium Phosphate, Propylene Glycol, Ethylhexylglycerin. Conține apă purificată.",50ml
9359130000147,Natural Clear Zinc Sunscreen SPF 50,Little Urchin,Sunscreen,"Zinc Oxide 22.75% (w/w), processed from the Mineral Zinc. Ingredients*: Medium Chain Triglycerides (Caprylic/Capric Triglyceride), Zinc Oxide, Castor Oil (Ricinus Communis Seed Oil), Coco-octanoate/decanoate (Coco-Caprylate Caprate), Candelilla Wax (Euphorbia Cerifera Wax), Coconut Oil (Cocos Nucifera Oil), Hydrogenated Castor Oil (Hydrogenated Castor Oil), Polyglyceryl-3-Polyricinoleate, d-alpha-Tocopheryl Acetate (Tocopheryl Acetate), Isostearic Acid *Our ingredients are sourced from nature and we apply processes to transform them into our final product.",300g
